time,ECG
28.489,-0.625
28.492,-0.635
28.494,-0.640
28.497,-0.615
28.500,-0.610
28.503,-0.600
28.506,-0.600
28.508,-0.620
28.511,-0.615
28.514,-0.595
28.517,-0.575
28.519,-0.575
28.522,-0.580
28.525,-0.605
28.528,-0.600
28.531,-0.580
28.533,-0.560
28.536,-0.540
28.539,-0.550
28.542,-0.570
28.544,-0.585
28.547,-0.570
28.550,-0.535
28.553,-0.500
28.556,-0.520
28.558,-0.550
28.561,-0.565
28.564,-0.530
28.567,-0.510
28.569,-0.490
28.572,-0.490
28.575,-0.505
28.578,-0.505
28.581,-0.485
28.583,-0.475
28.586,-0.455
28.589,-0.470
28.592,-0.485
28.594,-0.485
28.597,-0.440
28.600,-0.400
28.603,-0.380
28.606,-0.400
28.608,-0.435
28.611,-0.435
28.614,-0.415
28.617,-0.410
28.619,-0.395
28.622,-0.400
28.625,-0.420
28.628,-0.420
28.631,-0.420
28.633,-0.400
28.636,-0.400
28.639,-0.410
28.642,-0.405
28.644,-0.385
28.647,-0.375
28.650,-0.370
28.653,-0.360
28.656,-0.340
28.658,-0.345
28.661,-0.340
28.664,-0.325
28.667,-0.325
28.669,-0.325
28.672,-0.335
28.675,-0.355
28.678,-0.375
28.681,-0.380
28.683,-0.385
28.686,-0.390
28.689,-0.415
28.692,-0.455
28.694,-0.455
28.697,-0.445
28.700,-0.435
28.703,-0.430
28.706,-0.440
28.708,-0.470
28.711,-0.490
28.714,-0.485
28.717,-0.455
28.719,-0.440
28.722,-0.440
28.725,-0.465
28.728,-0.475
28.731,-0.450
28.733,-0.430
28.736,-0.420
28.739,-0.435
28.742,-0.450
28.744,-0.440
28.747,-0.425
28.750,-0.395
28.753,-0.390
28.756,-0.400
28.758,-0.410
28.761,-0.410
28.764,-0.375
28.767,-0.360
28.769,-0.345
28.772,-0.350
28.775,-0.365
28.778,-0.360
28.781,-0.340
28.783,-0.315
28.786,-0.285
28.789,-0.285
28.792,-0.290
28.794,-0.300
28.797,-0.290
28.800,-0.240
28.803,-0.215
28.806,-0.210
28.808,-0.230
28.811,-0.235
28.814,-0.220
28.817,-0.190
28.819,-0.185
28.822,-0.215
28.825,-0.245
28.828,-0.270
28.831,-0.270
28.833,-0.265
28.836,-0.270
28.839,-0.290
28.842,-0.350
28.844,-0.355
28.847,-0.370
28.850,-0.355
28.853,-0.365
28.856,-0.395
28.858,-0.430
28.861,-0.445
28.864,-0.420
28.867,-0.410
28.869,-0.425
28.872,-0.440
28.875,-0.470
28.878,-0.485
28.881,-0.455
28.883,-0.435
28.886,-0.430
28.889,-0.450
28.892,-0.460
28.894,-0.480
28.897,-0.490
28.900,-0.470
28.903,-0.470
28.906,-0.470
28.908,-0.485
28.911,-0.480
28.914,-0.480
28.917,-0.495
28.919,-0.510
28.922,-0.550
28.925,-0.545
28.928,-0.465
28.931,-0.325
28.933,-0.135
28.936,0.085
28.939,0.350
28.942,0.615
28.944,0.835
28.947,1.045
28.950,1.105
28.953,0.950
28.956,0.545
28.958,0.095
28.961,-0.280
28.964,-0.505
28.967,-0.575
28.969,-0.585
28.972,-0.555
28.975,-0.525
28.978,-0.495
28.981,-0.470
28.983,-0.445
28.986,-0.455
28.989,-0.460
28.992,-0.470
28.994,-0.470
28.997,-0.455
29.000,-0.435
29.003,-0.445
29.006,-0.460
29.008,-0.465
29.011,-0.465
29.014,-0.450
29.017,-0.445
29.019,-0.435
29.022,-0.435
29.025,-0.435
29.028,-0.450
29.031,-0.430
29.033,-0.440
29.036,-0.445
29.039,-0.455
29.042,-0.465
29.044,-0.450
29.047,-0.395
29.050,-0.365
29.053,-0.380
29.056,-0.385
29.058,-0.405
29.061,-0.405
29.064,-0.385
29.067,-0.365
29.069,-0.365
29.072,-0.380
29.075,-0.395
29.078,-0.390
29.081,-0.375
29.083,-0.345
29.086,-0.335
29.089,-0.335
29.092,-0.335
29.094,-0.335
29.097,-0.335
29.100,-0.295
29.103,-0.275
29.106,-0.285
29.108,-0.300
29.111,-0.305
29.114,-0.295
29.117,-0.275
29.119,-0.250
29.122,-0.250
29.125,-0.265
29.128,-0.250
29.131,-0.240
29.133,-0.190
29.136,-0.200
29.139,-0.180
29.142,-0.195
29.144,-0.205
29.147,-0.210
29.150,-0.180
29.153,-0.140
29.156,-0.135
29.158,-0.130
29.161,-0.140
29.164,-0.135
29.167,-0.140
29.169,-0.135
29.172,-0.150
29.175,-0.155
29.178,-0.125
29.181,-0.120
29.183,-0.120
29.186,-0.100
29.189,-0.100
29.192,-0.120
29.194,-0.115
29.197,-0.100
29.200,-0.110
29.203,-0.115
29.206,-0.150
29.208,-0.190
29.211,-0.185
29.214,-0.190
29.217,-0.175
29.219,-0.170
29.222,-0.190
29.225,-0.240
29.228,-0.245
29.231,-0.260
29.233,-0.245
29.236,-0.245
29.239,-0.280
29.242,-0.290
29.244,-0.310
29.247,-0.300
29.250,-0.290
29.253,-0.300
29.256,-0.320
29.258,-0.330
29.261,-0.325
29.264,-0.310
29.267,-0.295
29.269,-0.295
29.272,-0.295
29.275,-0.300
29.278,-0.285
29.281,-0.280
29.283,-0.255
29.286,-0.235
29.289,-0.250
29.292,-0.285
29.294,-0.310
29.297,-0.285
29.300,-0.255
29.303,-0.235
29.306,-0.245
29.308,-0.275
29.311,-0.275
29.314,-0.245
29.317,-0.210
29.319,-0.195
29.322,-0.190
29.325,-0.195
29.328,-0.175
29.331,-0.145
29.333,-0.135
29.336,-0.130
29.339,-0.145
29.342,-0.150
29.344,-0.145
29.347,-0.140
29.350,-0.125
29.353,-0.130
29.356,-0.145
29.358,-0.150
29.361,-0.160
29.364,-0.165
29.367,-0.185
29.369,-0.180
29.372,-0.185
29.375,-0.160
29.378,-0.130
29.381,-0.075
29.383,-0.005
29.386,0.070
29.389,0.125
29.392,0.170
29.394,0.240
29.397,0.330
29.400,0.435
29.403,0.535
29.406,0.615
29.408,0.705
29.411,0.800
29.414,0.935
29.417,1.100
29.419,1.255
29.422,1.365
29.425,1.480
29.428,1.615
29.431,1.720
29.433,1.735
29.436,1.675
29.439,1.600
29.442,1.555
29.444,1.565
29.447,1.595
29.450,1.635
29.453,1.650
29.456,1.655
29.458,1.625
29.461,1.570
29.464,1.450
29.467,1.205
29.469,0.805
29.472,0.360
29.475,-0.005
29.478,-0.235
29.481,-0.340
29.483,-0.405
29.486,-0.470
29.489,-0.525
29.492,-0.590
29.494,-0.645
29.497,-0.650
29.500,-0.655
29.503,-0.660
29.506,-0.680
29.508,-0.705
29.511,-0.735
29.514,-0.740
29.517,-0.740
29.519,-0.735
29.522,-0.750
29.525,-0.775
29.528,-0.795
29.531,-0.805
29.533,-0.800
29.536,-0.795
29.539,-0.810
29.542,-0.835
29.544,-0.845
29.547,-0.840
29.550,-0.830
29.553,-0.855
29.556,-0.860
29.558,-0.905
29.561,-0.915
29.564,-0.915
29.567,-0.900
29.569,-0.895
29.572,-0.930
29.575,-0.980
29.578,-1.005
29.581,-1.005
29.583,-1.010
29.586,-1.005
29.589,-1.035
29.592,-1.050
29.594,-1.065
29.597,-1.060
29.600,-1.050
29.603,-1.080
29.606,-1.105
29.608,-1.130
29.611,-1.135
29.614,-1.130
29.617,-1.115
29.619,-1.120
29.622,-1.150
29.625,-1.170
29.628,-1.150
29.631,-1.130
29.633,-1.115
29.636,-1.110
29.639,-1.110
29.642,-1.120
29.644,-1.105
29.647,-1.085
29.650,-1.060
29.653,-1.035
29.656,-1.020
29.658,-1.015
29.661,-0.990
29.664,-0.945
29.667,-0.880
29.669,-0.850
29.672,-0.825
29.675,-0.800
29.678,-0.785
29.681,-0.720
29.683,-0.650
29.686,-0.610
29.689,-0.580
29.692,-0.565
29.694,-0.540
29.697,-0.505
29.700,-0.485
29.703,-0.465
29.706,-0.460
29.708,-0.445
29.711,-0.435
29.714,-0.400
29.717,-0.390
29.719,-0.385
29.722,-0.395
29.725,-0.400
29.728,-0.390
29.731,-0.390
29.733,-0.360
29.736,-0.360
29.739,-0.380
29.742,-0.375
29.744,-0.370
29.747,-0.360
29.750,-0.340
29.753,-0.355
29.756,-0.370
29.758,-0.380
29.761,-0.375
29.764,-0.360
29.767,-0.350
29.769,-0.345
29.772,-0.370
29.775,-0.375
29.778,-0.375
29.781,-0.360
29.783,-0.370
29.786,-0.355
29.789,-0.360
29.792,-0.360
29.794,-0.360
29.797,-0.345
29.800,-0.350
29.803,-0.335
29.806,-0.330
29.808,-0.340
29.811,-0.325
29.814,-0.310
29.817,-0.290
29.819,-0.275
29.822,-0.270
29.825,-0.265
29.828,-0.245
29.831,-0.225
29.833,-0.205
29.836,-0.205
29.839,-0.220
29.842,-0.245
29.844,-0.240
29.847,-0.225
29.850,-0.195
29.853,-0.185
29.856,-0.215
29.858,-0.255
29.861,-0.250
29.864,-0.255
29.867,-0.270
29.869,-0.290
29.872,-0.315
29.875,-0.335
29.878,-0.350
29.881,-0.360
29.883,-0.350
29.886,-0.325
29.889,-0.340
29.892,-0.355
29.894,-0.360
29.897,-0.350
29.900,-0.335
29.903,-0.340
29.906,-0.345
29.908,-0.350
29.911,-0.330
29.914,-0.330
29.917,-0.325
29.919,-0.315
29.922,-0.315
29.925,-0.320
29.928,-0.315
29.931,-0.305
29.933,-0.305
29.936,-0.315
29.939,-0.325
29.942,-0.370
29.944,-0.395
29.947,-0.355
29.950,-0.255
29.953,-0.120
29.956,0.060
29.958,0.265
29.961,0.520
29.964,0.830
29.967,1.145
29.969,1.390
29.972,1.495
29.975,1.350
29.978,0.980
29.981,0.545
29.983,0.130
29.986,-0.155
29.989,-0.315
29.992,-0.340
29.994,-0.305
29.997,-0.280
30.000,-0.265
30.003,-0.255
30.006,-0.260
30.008,-0.270
30.011,-0.290
30.014,-0.285
30.017,-0.275
30.019,-0.280
30.022,-0.305
30.025,-0.330
30.028,-0.335
30.031,-0.320
30.033,-0.300
30.036,-0.295
30.039,-0.305
30.042,-0.335
30.044,-0.330
30.047,-0.310
30.050,-0.300
30.053,-0.290
30.056,-0.320
30.058,-0.340
30.061,-0.350
30.064,-0.340
30.067,-0.310
30.069,-0.305
30.072,-0.310
30.075,-0.325
30.078,-0.320
30.081,-0.310
30.083,-0.290
30.086,-0.275
30.089,-0.270
30.092,-0.290
30.094,-0.285
30.097,-0.275
30.100,-0.265
30.103,-0.245
30.106,-0.260
30.108,-0.280
30.111,-0.260
30.114,-0.250
30.117,-0.235
30.119,-0.220
30.122,-0.215
30.125,-0.230
30.128,-0.230
30.131,-0.225
30.133,-0.185
30.136,-0.170
30.139,-0.190
30.142,-0.190
30.144,-0.185
30.147,-0.155
30.150,-0.105
30.153,-0.095
30.156,-0.110
30.158,-0.130
30.161,-0.130
30.164,-0.120
30.167,-0.095
30.169,-0.070
30.172,-0.095
30.175,-0.105
30.178,-0.090
30.181,-0.065
30.183,-0.040
30.186,-0.050
30.189,-0.065
30.192,-0.070
30.194,-0.070
30.197,-0.035
30.200,-0.025
30.203,-0.005
30.206,-0.005
30.208,-0.015
30.211,-0.025
30.214,-0.040
30.217,-0.030
30.219,-0.035
30.222,-0.050
30.225,-0.075
30.228,-0.080
30.231,-0.075
30.233,-0.070
30.236,-0.060
30.239,-0.110
30.242,-0.140
30.244,-0.155
30.247,-0.160
30.250,-0.120
30.253,-0.130
30.256,-0.175
30.258,-0.220
30.261,-0.235
30.264,-0.195
30.267,-0.145
30.269,-0.115
30.272,-0.130
30.275,-0.170
30.278,-0.170
30.281,-0.175
30.283,-0.145
30.286,-0.120
30.289,-0.130
30.292,-0.135
30.294,-0.140
30.297,-0.110
30.300,-0.115
30.303,-0.110
30.306,-0.130
30.308,-0.135
30.311,-0.130
30.314,-0.120
30.317,-0.105
30.319,-0.115
30.322,-0.110
30.325,-0.100
30.328,-0.090
30.331,-0.065
30.333,-0.070
30.336,-0.080
30.339,-0.085
30.342,-0.065
30.344,-0.035
30.347,-0.005
30.350,-0.005
30.353,0.010
30.356,0.030
30.358,0.010
30.361,-0.015
30.364,-0.005
30.367,0.005
30.369,-0.015
30.372,-0.055
30.375,-0.070
30.378,-0.080
30.381,-0.110
30.383,-0.120
30.386,-0.130
30.389,-0.150
30.392,-0.175
30.394,-0.190
30.397,-0.190
30.400,-0.200
30.403,-0.210
30.406,-0.240
30.408,-0.255
30.411,-0.265
30.414,-0.240
30.417,-0.205
30.419,-0.185
30.422,-0.200
30.425,-0.235
30.428,-0.270
30.431,-0.260
30.433,-0.230
30.436,-0.215
30.439,-0.180
30.442,-0.165
30.444,-0.165
30.447,-0.170
30.450,-0.170
30.453,-0.210
30.456,-0.230
30.458,-0.245
30.461,-0.170
30.464,-0.040
30.467,0.145
30.469,0.355
30.472,0.635
30.475,0.965
30.478,1.270
30.481,1.535
30.483,1.555
30.486,1.270
30.489,0.810
30.492,0.340
30.494,-0.040
30.497,-0.255
30.500,-0.290
30.503,-0.250
30.506,-0.220
30.508,-0.230
30.511,-0.225
30.514,-0.195
30.517,-0.200
30.519,-0.215
30.522,-0.240
30.525,-0.250
30.528,-0.260
30.531,-0.240
30.533,-0.220
30.536,-0.210
30.539,-0.225
30.542,-0.255
30.544,-0.255
30.547,-0.240
30.550,-0.225
30.553,-0.225
30.556,-0.260
30.558,-0.280
30.561,-0.270
30.564,-0.250
30.567,-0.225
30.569,-0.205
30.572,-0.185
30.575,-0.195
30.578,-0.210
30.581,-0.205
30.583,-0.200
30.586,-0.195
30.589,-0.205
30.592,-0.205
30.594,-0.190
30.597,-0.190
30.600,-0.170
30.603,-0.180
30.606,-0.195
30.608,-0.220
30.611,-0.200
30.614,-0.195
30.617,-0.180
30.619,-0.175
30.622,-0.175
30.625,-0.190
30.628,-0.155
30.631,-0.130
30.633,-0.115
30.636,-0.125
30.639,-0.140
30.642,-0.140
30.644,-0.120
30.647,-0.085
30.650,-0.050
30.653,-0.040
30.656,-0.060
30.658,-0.080
30.661,-0.065
30.664,-0.040
30.667,-0.020
30.669,-0.015
30.672,-0.020
30.675,-0.035
30.678,-0.015
30.681,0.000
30.683,0.015
30.686,0.010
30.689,0.025
30.692,0.035
30.694,0.050
30.697,0.070
30.700,0.085
30.703,0.085
30.706,0.080
30.708,0.065
30.711,0.060
30.714,0.060
30.717,0.085
30.719,0.085
30.722,0.070
30.725,0.050
30.728,0.035
30.731,0.045
30.733,0.050
30.736,0.050
30.739,0.035
30.742,0.020
30.744,0.005
30.747,0.000
30.750,-0.005
30.753,-0.020
30.756,-0.050
30.758,-0.065
30.761,-0.065
30.764,-0.060
30.767,-0.055
30.769,-0.035
30.772,-0.035
30.775,-0.055
30.778,-0.065
30.781,-0.070
30.783,-0.055
30.786,-0.055
30.789,-0.070
30.792,-0.080
30.794,-0.095
30.797,-0.100
30.800,-0.085
30.803,-0.075
30.806,-0.075
30.808,-0.080
30.811,-0.100
30.814,-0.095
30.817,-0.080
30.819,-0.075
30.822,-0.105
30.825,-0.125
30.828,-0.110
30.831,-0.075
30.833,-0.065
30.836,-0.065
30.839,-0.075
30.842,-0.085
30.844,-0.080
30.847,-0.030
30.850,0.025
30.853,0.040
30.856,0.035
30.858,0.030
30.861,0.030
30.864,0.060
30.867,0.105
30.869,0.115
30.872,0.080
30.875,0.050
30.878,0.025
30.881,0.035
30.883,0.025
30.886,-0.005
30.889,-0.030
30.892,-0.075
30.894,-0.080
30.897,-0.075
30.900,-0.065
30.903,-0.075
30.906,-0.095
30.908,-0.110
30.911,-0.090
30.914,-0.065
30.917,-0.055
30.919,-0.055
30.922,-0.075
30.925,-0.110
30.928,-0.135
30.931,-0.115
30.933,-0.090
30.936,-0.055
30.939,-0.055
30.942,-0.075
30.944,-0.085
30.947,-0.085
30.950,-0.070
30.953,-0.095
30.956,-0.165
30.958,-0.215
30.961,-0.230
30.964,-0.145
30.967,0.000
30.969,0.165
30.972,0.385
30.975,0.720
30.978,1.130
30.981,1.540
30.983,1.845
30.986,1.975
30.989,1.820
30.992,1.450
30.994,1.025
30.997,0.570
31.000,0.225
31.003,0.045
31.006,-0.025
31.008,-0.055
31.011,-0.100
31.014,-0.105
31.017,-0.085
31.019,-0.065
31.022,-0.070
31.025,-0.115
31.028,-0.145
31.031,-0.145
31.033,-0.135
31.036,-0.130
31.039,-0.135
31.042,-0.145
31.044,-0.140
31.047,-0.125
31.050,-0.130
31.053,-0.115
31.056,-0.110
31.058,-0.115
31.061,-0.130
31.064,-0.135
31.067,-0.125
31.069,-0.125
31.072,-0.130
31.075,-0.135
31.078,-0.125
31.081,-0.105
31.083,-0.080
31.086,-0.075
31.089,-0.075
31.092,-0.090
31.094,-0.105
31.097,-0.120
31.100,-0.105
31.103,-0.090
31.106,-0.075
31.108,-0.070
31.111,-0.065
31.114,-0.060
31.117,-0.040
31.119,-0.045
31.122,-0.045
31.125,-0.040
31.128,-0.040
31.131,-0.050
31.133,-0.035
31.136,-0.025
31.139,-0.025
31.142,-0.025
31.144,-0.035
31.147,-0.010
31.150,0.005
31.153,0.020
31.156,0.040
31.158,0.020
31.161,0.015
31.164,0.035
31.167,0.040
31.169,0.075
31.172,0.075
31.175,0.060
31.178,0.080
31.181,0.090
31.183,0.110
31.186,0.110
31.189,0.125
31.192,0.125
31.194,0.115
31.197,0.105
31.200,0.145
31.203,0.175
31.206,0.170
31.208,0.170
31.211,0.175
31.214,0.190
31.217,0.200
31.219,0.195
31.222,0.180
31.225,0.170
31.228,0.170
31.231,0.170
31.233,0.190
31.236,0.175
31.239,0.135
31.242,0.110
31.244,0.090
31.247,0.105
31.250,0.100
31.253,0.085
31.256,0.075
31.258,0.040
31.261,0.015
31.264,0.020
31.267,0.035
31.269,0.040
31.272,0.010
31.275,-0.010
31.278,-0.010
31.281,-0.005
31.283,0.000
31.286,-0.010
31.289,-0.015
31.292,-0.015
31.294,-0.005
31.297,0.005
31.300,0.025
31.303,0.025
31.306,0.005
31.308,-0.010
31.311,-0.010
31.314,0.010
31.317,0.020
31.319,0.010
31.322,0.000
31.325,-0.010
31.328,-0.005
31.331,0.010
31.333,0.015
31.336,0.015
31.339,0.015
31.342,0.040
31.344,0.070
31.347,0.085
31.350,0.095
31.353,0.105
31.356,0.085
31.358,0.065
31.361,0.085
31.364,0.090
31.367,0.125
31.369,0.135
31.372,0.150
31.375,0.145
31.378,0.135
31.381,0.165
31.383,0.195
31.386,0.195
31.389,0.175
31.392,0.165
31.394,0.180
31.397,0.220
31.400,0.250
31.403,0.265
31.406,0.265
31.408,0.245
31.411,0.275
31.414,0.320
31.417,0.410
31.419,0.475
31.422,0.525
31.425,0.570
31.428,0.630
31.431,0.710
31.433,0.820
31.436,0.930
31.439,1.020
31.442,1.110
31.444,1.195
31.447,1.280
31.450,1.380
31.453,1.460
31.456,1.535
31.458,1.515
31.461,1.480
31.464,1.410
31.467,1.365
31.469,1.330
31.472,1.275
31.475,1.220
31.478,1.175
31.481,1.160
31.483,1.140
31.486,1.120
31.489,1.090
31.492,1.070
31.494,1.065
31.497,1.095
31.500,1.135
31.503,1.135
31.506,1.090
31.508,0.985
31.511,0.845
31.514,0.675
31.517,0.470
31.519,0.240
31.522,0.060
31.525,-0.070
31.528,-0.140
31.531,-0.165
31.533,-0.185
31.536,-0.200
31.539,-0.240
31.542,-0.290
31.544,-0.325
31.547,-0.320
31.550,-0.315
31.553,-0.350
31.556,-0.385
31.558,-0.415
31.561,-0.405
31.564,-0.390
31.567,-0.400
31.569,-0.440
31.572,-0.465
31.575,-0.465
31.578,-0.500
31.581,-0.500
31.583,-0.485
31.586,-0.485
31.589,-0.500
31.592,-0.545
31.594,-0.580
31.597,-0.570
31.600,-0.560
31.603,-0.545
31.606,-0.580
31.608,-0.615
31.611,-0.620
31.614,-0.615
31.617,-0.600
31.619,-0.600
31.622,-0.620
31.625,-0.640
31.628,-0.655
31.631,-0.660
31.633,-0.640
31.636,-0.645
31.639,-0.655
31.642,-0.690
31.644,-0.690
31.647,-0.695
31.650,-0.670
31.653,-0.665
31.656,-0.680
31.658,-0.695
31.661,-0.710
31.664,-0.700
31.667,-0.685
31.669,-0.675
31.672,-0.675
31.675,-0.685
31.678,-0.685
31.681,-0.660
31.683,-0.650
31.686,-0.655
31.689,-0.645
31.692,-0.655
31.694,-0.630
31.697,-0.590
31.700,-0.545
31.703,-0.525
31.706,-0.530
31.708,-0.540
31.711,-0.515
31.714,-0.475
31.717,-0.430
31.719,-0.395
31.722,-0.395
31.725,-0.390
31.728,-0.370
31.731,-0.305
31.733,-0.265
31.736,-0.235
31.739,-0.235
31.742,-0.235
31.744,-0.220
31.747,-0.195
31.750,-0.175
31.753,-0.170
31.756,-0.165
31.758,-0.165
31.761,-0.170
31.764,-0.160
31.767,-0.145
31.769,-0.130
31.772,-0.120
31.775,-0.105
31.778,-0.100
31.781,-0.095
31.783,-0.080
31.786,-0.080
31.789,-0.080
31.792,-0.100
31.794,-0.105
31.797,-0.090
31.800,-0.070
31.803,-0.070
31.806,-0.065
31.808,-0.100
31.811,-0.085
31.814,-0.085
31.817,-0.055
31.819,-0.080
31.822,-0.085
31.825,-0.105
31.828,-0.095
31.831,-0.075
31.833,-0.050
31.836,-0.050
31.839,-0.075
31.842,-0.095
31.844,-0.085
31.847,-0.055
31.850,-0.040
31.853,-0.045
31.856,-0.040
31.858,-0.025
31.861,-0.020
31.864,0.010
31.867,0.040
31.869,0.060
31.872,0.065
31.875,0.065
31.878,0.075
31.881,0.120
31.883,0.160
31.886,0.170
31.889,0.150
31.892,0.115
31.894,0.090
31.897,0.085
31.900,0.080
31.903,0.095
31.906,0.080
31.908,0.055
31.911,0.060
31.914,0.065
31.917,0.045
31.919,0.010
31.922,-0.050
31.925,-0.070
31.928,-0.090
31.931,-0.070
31.933,-0.070
31.936,-0.075
31.939,-0.105
31.942,-0.130
31.944,-0.135
31.947,-0.120
31.950,-0.105
31.953,-0.090
31.956,-0.120
31.958,-0.105
31.961,-0.110
31.964,-0.110
31.967,-0.100
31.969,-0.100
31.972,-0.105
31.975,-0.120
31.978,-0.135
31.981,-0.125
31.983,-0.105
31.986,-0.115
31.989,-0.165
31.992,-0.195
31.994,-0.180
31.997,-0.125
32.000,0.010
32.003,0.205
32.006,0.450
32.008,0.750
32.011,1.090
32.014,1.380
32.017,1.620
32.019,1.720
32.022,1.560
32.025,1.160
32.028,0.680
32.031,0.250
32.033,-0.020
32.036,-0.115
32.039,-0.140
32.042,-0.135
32.044,-0.110
32.047,-0.085
32.050,-0.020
32.053,0.010
32.056,-0.010
32.058,-0.050
32.061,-0.070
32.064,-0.055
32.067,-0.045
32.069,-0.050
32.072,-0.060
32.075,-0.060
32.078,-0.040
32.081,-0.010
32.083,-0.015
32.086,-0.020
32.089,-0.025
32.092,-0.035
32.094,-0.045
32.097,-0.010
32.100,0.010
32.103,0.020
32.106,0.005
32.108,-0.010
32.111,0.005
32.114,0.030
32.117,0.055
32.119,0.070
32.122,0.065
32.125,0.060
32.128,0.040
32.131,0.025
32.133,0.025
32.136,0.040
32.139,0.045
32.142,0.055
32.144,0.065
32.147,0.085
32.150,0.105
32.153,0.110
32.156,0.105
32.158,0.100
32.161,0.115
32.164,0.145
32.167,0.160
32.169,0.160
32.172,0.175
32.175,0.175
32.178,0.195
32.181,0.225
32.183,0.250
32.186,0.245
32.189,0.225
32.192,0.240
32.194,0.250
32.197,0.275
32.200,0.290
32.203,0.310
32.206,0.325
32.208,0.335
32.211,0.345
32.214,0.370
32.217,0.415
32.219,0.425
32.222,0.420
32.225,0.405
32.228,0.395
32.231,0.415
32.233,0.450
32.236,0.490
32.239,0.515
32.242,0.490
32.244,0.490
32.247,0.490
32.250,0.480
32.253,0.470
32.256,0.445
32.258,0.440
32.261,0.435
32.264,0.430
32.267,0.400
32.269,0.365
32.272,0.325
32.275,0.300
32.278,0.280
32.281,0.280
32.283,0.270
32.286,0.255
32.289,0.230
32.292,0.185
32.294,0.160
32.297,0.150
32.300,0.165
32.303,0.175
32.306,0.155
32.308,0.150
32.311,0.150
32.314,0.160
32.317,0.155
32.319,0.155
32.322,0.180
32.325,0.190
32.328,0.200
32.331,0.195
32.333,0.210
32.336,0.200
32.339,0.190
32.342,0.200
32.344,0.225
32.347,0.255
32.350,0.295
32.353,0.325
32.356,0.315
32.358,0.310
32.361,0.330
32.364,0.380
32.367,0.440
32.369,0.455
32.372,0.450
32.375,0.410
32.378,0.385
32.381,0.400
32.383,0.400
32.386,0.400
32.389,0.390
32.392,0.370
32.394,0.375
32.397,0.355
32.400,0.300
32.403,0.240
32.406,0.190
32.408,0.160
32.411,0.170
32.414,0.165
32.417,0.185
32.419,0.175
32.422,0.170
32.425,0.175
32.428,0.175
32.431,0.165
32.433,0.180
32.436,0.170
32.439,0.165
32.442,0.155
32.444,0.150
32.447,0.170
32.450,0.185
32.453,0.225
32.456,0.220
32.458,0.170
32.461,0.125
32.464,0.110
32.467,0.135
32.469,0.185
32.472,0.290
32.475,0.465
32.478,0.690
32.481,0.975
32.483,1.275
32.486,1.535
32.489,1.760
32.492,1.955
32.494,2.000
32.497,1.815
32.500,1.425
32.503,1.010
32.506,0.620
32.508,0.305
32.511,0.180
32.514,0.180
32.517,0.210
32.519,0.200
32.522,0.200
32.525,0.230
32.528,0.220
32.531,0.225
32.533,0.240
32.536,0.240
32.539,0.220
32.542,0.185
32.544,0.160
32.547,0.155
32.550,0.160
32.553,0.145
32.556,0.125
32.558,0.115
32.561,0.130
32.564,0.175
32.567,0.180
32.569,0.155
32.572,0.145
32.575,0.150
32.578,0.165
32.581,0.155
32.583,0.155
32.586,0.155
32.589,0.145
32.592,0.130
32.594,0.140
32.597,0.140
32.600,0.155
32.603,0.165
32.606,0.185
32.608,0.200
32.611,0.205
32.614,0.215
32.617,0.220
32.619,0.215
32.622,0.230
32.625,0.210
32.628,0.225
32.631,0.250
32.633,0.275
32.636,0.260
32.639,0.255
32.642,0.255
32.644,0.285
32.647,0.315
32.650,0.325
32.653,0.335
32.656,0.330
32.658,0.320
32.661,0.330
32.664,0.350
32.667,0.375
32.669,0.390
32.672,0.390
32.675,0.390
32.678,0.395
32.681,0.420
32.683,0.440
32.686,0.460
32.689,0.465
32.692,0.455
32.694,0.450
32.697,0.470
32.700,0.485
32.703,0.495
32.706,0.500
32.708,0.495
32.711,0.490
32.714,0.485
32.717,0.465
32.719,0.465
32.722,0.480
32.725,0.465
32.728,0.450
32.731,0.455
32.733,0.475
32.736,0.465
32.739,0.440
32.742,0.400
32.744,0.385
32.747,0.370
32.750,0.380
32.753,0.375
32.756,0.350
32.758,0.340
32.761,0.315
32.764,0.325
32.767,0.320
32.769,0.290
32.772,0.260
32.775,0.250
32.778,0.260
32.781,0.265
32.783,0.255
32.786,0.230
32.789,0.205
32.792,0.185
32.794,0.175
32.797,0.195
32.800,0.230
32.803,0.250
32.806,0.230
32.808,0.200
32.811,0.175
32.814,0.175
32.817,0.200
32.819,0.200
32.822,0.200
32.825,0.200
32.828,0.190
32.831,0.195
32.833,0.220
32.836,0.235
32.839,0.220
32.842,0.205
32.844,0.205
32.847,0.205
32.850,0.235
32.853,0.250
32.856,0.265
32.858,0.275
32.861,0.240
32.864,0.265
32.867,0.295
32.869,0.315
32.872,0.320
32.875,0.325
32.878,0.325
32.881,0.360
32.883,0.380
32.886,0.400
32.889,0.390
32.892,0.375
32.894,0.365
32.897,0.375
32.900,0.395
32.903,0.370
32.906,0.335
32.908,0.305
32.911,0.280
32.914,0.275
32.917,0.280
32.919,0.250
32.922,0.230
32.925,0.215
32.928,0.225
32.931,0.220
32.933,0.210
32.936,0.185
32.939,0.185
32.942,0.165
32.944,0.155
32.947,0.165
32.950,0.175
32.953,0.180
32.956,0.170
32.958,0.150
32.961,0.155
32.964,0.160
32.967,0.180
32.969,0.180
32.972,0.165
32.975,0.145
32.978,0.160
32.981,0.160
32.983,0.160
32.986,0.145
32.989,0.110
